step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
217,0.08128,0.98438,,
218,0.00555,1.0,,
219,0.10746,0.97297,,
220,0.39034,0.92754,0.93838,0.90909
221,0.37317,0.90667,,
222,0.07301,0.97727,,
223,2.19941,0.53646,,
224,0.21802,0.95,,
225,0.49554,0.88235,,
226,0.00014,1.0,,
227,0.01723,0.9932,,
228,0.53331,0.87805,,
229,0.18588,0.95105,,
230,0.12909,0.9717,0.09916,0.96226
231,0.15637,0.97619,,
232,0.22958,0.96875,,
233,0.09009,0.97297,,
234,0.15168,0.96552,,
235,1.66861,0.66561,,
236,0.56816,0.85366,,
237,0.00053,1.0,,
238,0.0677,0.98684,,
239,1.57315,0.63918,,
240,0.55501,0.92105,0.73126,0.84762
241,0.60272,0.89474,,
242,0.65558,0.78125,,
243,0.43841,0.88889,,
244,0.32409,0.90741,,
245,0.00016,1.0,,
246,0.3646,0.96774,,
247,0.43796,0.87629,,
248,1.07424,0.76966,,
249,0.16672,0.95402,,
250,0.08895,0.97849,1.95222,0.64516
251,0.02933,0.98387,,
252,0.54369,0.86154,,
253,0.05908,0.9823,,
254,0.19265,0.9589,,
255,1.21166,0.74194,,
256,0.148,0.96875,,
257,0.059,0.97619,,
258,0.10389,0.95918,,
259,0.39678,0.92208,,
260,0.01878,1.0,0.30244,0.92391
261,0.29439,0.91489,,
262,0.00074,1.0,,
263,0.00675,1.0,,
264,0.13519,0.96992,,
265,0.30434,0.93333,,
266,0.00189,1.0,,
267,0.07712,0.98925,,
268,0.0002,1.0,,
269,0.08813,0.96104,,
270,0.00245,1.0,0.04877,0.97297
271,0.49038,0.86992,,
272,0.0053,1.0,,
273,0.26209,0.93671,,
274,0.16107,0.97368,,
275,0.09821,0.97727,,
276,0.36332,0.90625,,
277,0.15656,0.96364,,
278,0.67665,0.84848,,
279,0.54887,0.82895,,
280,0.0562,0.98333,0.28372,0.9434
281,0.0156,0.99432,,
282,0.12612,0.96104,,
283,0.0099,1.0,,
284,0.69214,0.80315,,
285,0.00369,1.0,,
286,0.00863,1.0,,
287,0.86317,0.76471,,
288,0.51581,0.92357,,
